story_id,url,published,player,team,status,date,date_type,quote,notes,verified,reject_reason
1219506,https://www.espncricinfo.com/story/alex-hales-confirms-covid-19-symptoms-yet-to-be-tested-1219506,2020-03-17T12:38:17+00:00,Tom Curran,Surrey,close_contact,2020-03-17,published,A club spokesperson later confirmed to ESPNcricinfo that the pair are now also self-isolating.,"Self-isolating after socialising with Hales (symptomatic, untested) on Saturday; named in preceding sentence.",False,name not in quote
1219506,https://www.espncricinfo.com/story/alex-hales-confirms-covid-19-symptoms-yet-to-be-tested-1219506,2020-03-17T12:38:17+00:00,Jade Dernbach,Surrey,close_contact,2020-03-17,published,A club spokesperson later confirmed to ESPNcricinfo that the pair are now also self-isolating.,"Self-isolating after socialising with Hales (symptomatic, untested) on Saturday; named in preceding sentence.",False,name not in quote
28915255,"https://www.espncricinfo.com/story/_/id/28915255/alex-hales-confirms-covid-19-symptoms,-yet-tested",2020-03-17T12:38:17+00:00,Tom Curran,Surrey,close_contact,2020-03-17,published,A club spokesperson later confirmed to ESPNcricinfo that the pair are now also self-isolating.,"Self-isolating after socialising with Hales (symptomatic, untested) on Saturday; named in preceding sentence.",False,name not in quote
28915255,"https://www.espncricinfo.com/story/_/id/28915255/alex-hales-confirms-covid-19-symptoms,-yet-tested",2020-03-17T12:38:17+00:00,Jade Dernbach,Surrey,close_contact,2020-03-17,published,A club spokesperson later confirmed to ESPNcricinfo that the pair are now also self-isolating.,"Self-isolating after socialising with Hales (symptomatic, untested) on Saturday; named in preceding sentence.",False,name not in quote
29832541,https://www.espncricinfo.com/story/_/id/29832541/cricket-ireland-cancels-interprovincial-t20-links-northamptonshire-covid-case,2020-09-07,Paul Stirling,Northamptonshire / Ireland,close_contact,2020-09-07,published,"""This is a case of a 'close contact of a possible close contact', but while Paul is somewhat removed from the player who tested positive, we left the decision on the game as late as possible to see whether Northants had received the test results of Paul's team-mates.",Secondary contact ('close contact of a possible close contact') of unnamed Northants positive; text does not say he isolated or was tested; interprovincial game cancelled. Borderline.,False,name not in quote
1231738,https://www.espncricinfo.com/story/cricket-ireland-cancels-interprovincial-t20-over-links-to-northamptonshire-covid-case-1231738,2020-09-07,Paul Stirling,Northamptonshire / Ireland,close_contact,2020-09-07,published,"""This is a case of a 'close contact of a possible close contact', but while Paul is somewhat removed from the player who tested positive, we left the decision on the game as late as possible to see whether Northants had received the test results of Paul's team-mates.",Secondary contact ('close contact of a possible close contact') of unnamed Northants positive; text does not say he isolated or was tested; interprovincial game cancelled. Borderline.,False,name not in quote
1240759,https://www.espncricinfo.com/story/pakistan-tour-of-new-zealand-how-did-so-many-pakistan-players-test-covid-positive-1240759,2020-12-03T15:14:25+00:00,Shaheen Afridi,Pakistan,positive,2020-12-03,published,"He was ultimately cleared to play after two negative tests, but it is understood he is one of the four players in New Zealand who are being investigated for historic infection.","Earlier inconclusive tests before PSL, cleared after two negatives; understood to be among four in NZ investigated for historic infection",False,name not in quote
1253400,https://www.espncricinfo.com/story/nz-covid-19-lockdown-wellington-to-host-remainder-of-australia-men-and-england-women-matches-1253400,2021-03-01,Martin Guptill,New Zealand,false_positive,2021-03-01,published,"Later in the day, NZC confirmed that all four players were found negative and they would be able to train with the rest of the team from Tuesday.*",Not a false positive: precautionary test after returning home to Auckland amid lockdown; negative,False,name not in quote
1253400,https://www.espncricinfo.com/story/nz-covid-19-lockdown-wellington-to-host-remainder-of-australia-men-and-england-women-matches-1253400,2021-03-01,Mark Chapman,New Zealand,false_positive,2021-03-01,published,"Later in the day, NZC confirmed that all four players were found negative and they would be able to train with the rest of the team from Tuesday.*",Not a false positive: precautionary test after returning home to Auckland amid lockdown; negative,False,name not in quote
1253400,https://www.espncricinfo.com/story/nz-covid-19-lockdown-wellington-to-host-remainder-of-australia-men-and-england-women-matches-1253400,2021-03-01,Jimmy Neesham,New Zealand,false_positive,2021-03-01,published,"Later in the day, NZC confirmed that all four players were found negative and they would be able to train with the rest of the team from Tuesday.*",Not a false positive: precautionary test after returning home to Auckland amid lockdown; negative,False,name not in quote
1253400,https://www.espncricinfo.com/story/nz-covid-19-lockdown-wellington-to-host-remainder-of-australia-men-and-england-women-matches-1253400,2021-03-01,Glenn Phillips,New Zealand,false_positive,2021-03-01,published,"Later in the day, NZC confirmed that all four players were found negative and they would be able to train with the rest of the team from Tuesday.*",Not a false positive: precautionary test after returning home to Auckland amid lockdown; negative,False,name not in quote
30982429,https://www.espncricinfo.com/story/_/id/30982429/nz-covid-19-lockdown-wellington-host-remainder-australia-men-england-women-matches,2021-03-01,Martin Guptill,New Zealand,false_positive,2021-03-01,published,"Later in the day, NZC confirmed that all four players were found negative and they would be able to train with the rest of the team from Tuesday.*",Not a false positive: precautionary test after returning home to Auckland amid lockdown; negative,False,name not in quote
